timestamp_open,timestamp_close,low,high,open,close,volume,volume_quote,trades,taker_buy_volume,taker_buy_quote,adx,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr_prev,atr_last,ema_short,ema_long
1710441000000,1710442799999,69338.8,70740.2,70679.4,70154.0,29881.518,2.09075616148266E9,364515,13807.822,9.662907415079E8,99.60039019363086,28.690287970795254,-749.2089122331527,-606.0710279777379,74149.17766261872,71989.39,69829.60233738128,710.7896015636976,760.1189157377191,71012.12556453946,71987.0581016889
1710442800000,1710444599999,69432.8,70520.8,70153.0,69672.4,23989.308,1.67899948041558E9,320593,11829.083,8.2811606513284E8,99.28388399003254,26.658675921929117,-818.5910933918349,-648.5750410605573,74065.0091799636,71798.22,69531.4308200364,750.8512492499767,774.9333028749784,70744.18045163156,71815.60194600825
1710444600000,1710446399999,68600.0,70029.8,69672.5,69500.4,41817.585,2.89591000370814E9,532712,20368.315,1.41099764884513E9,99.62382751003511,22.575217362083407,-842.5738551544491,-649.4272299645124,73956.3886879013,71603.67,69250.9513120987,793.2334158888456,838.7024576110708,70494.56451281605,71605.64060375973
1710446400000,1710448199999,69392.1,70789.1,69500.4,70610.3,18709.607,1.31402247864773E9,257741,9830.301,6.9030206468813E8,83.6959315543061,41.46326112932402,-782.644058781967,-665.4799547127813,73722.19588711699,71468.73,69215.264112883,798.9973280899811,841.7118046549824,70517.47163847764,71521.17665010154
1710448200000,1710449999999,70562.3,71316.3,70610.2,70810.8,18276.801,1.2973912723914E9,198708,8469.854,6.012568767382E8,28.958535155609432,43.4424445355347,-755.3483956216223,-723.228569226333,73507.48641431241,71357.39499999999,69207.30358568756,847.5609410338792,840.8780166743164,70577.03856498064,71508.87332346904
1710450000000,1710451799999,70356.0,71151.3,70810.8,70813.9,10099.595,7.1462427156686E8,137234,5064.631,3.5843879520126E8,60.93944660763299,40.47814003354631,-670.8350990411418,-686.8334828812398,73284.31235020704,71250.98499999999,69217.65764979293,825.965071107746,823.7747088857641,70623.82361626763,71431.12411531895
1710451800000,1710453599999,70695.0,71219.5,70814.0,71163.8,3301.23,2.342788479575E8,54241,1883.508,1.337126988684E8,50.792192586641306,45.52078130644589,-602.5444034803077,-684.8078997578939,73042.16876611358,71162.20499999999,69282.2412338864,823.6649395703424,802.296015315318,70732.15497439196,71426.35676513451
1710453600000,1710455399999,71143.8,71731.4,71163.8,71591.2,10084.326,7.2075778117127E8,119694,6060.365,4.3318134193437E8,24.864561745832425,42.59121835850436,-483.9366982049978,-630.7084337295378,72834.61293078738,71100.76,69366.90706921261,815.0292559042299,798.7843090539277,70903.64844987464,71424.45231098296
1710455400000,1710457199999,71337.7,71700.0,71591.2,71594.0,4844.808,3.465780491096E8,73381,2034.696,1.455651780796E8,27.122118603594686,49.90874438776557,-385.90187949976826,-570.7696700428659,72583.96080366206,71035.875,69487.78919633794,822.1651732387401,789.3176608645443,71041.47002341233,71425.88429389687
1710457200000,1710458999999,71450.3,71785.0,71594.1,71579.6,3949.301,2.828770612745E8,62621,1881.501,1.347789703715E8,6.911333738600234,46.58972776884285,-281.0780201252783,-476.6044118510351,72387.44773156304,70985.575,69583.70226843696,784.5818989706387,752.447477615593,71148.27515809835,71400.54984344679
1710459000000,1710460799999,71432.6,71765.2,71580.2,71455.5,3287.682,2.353599409812E8,50848,1569.38,1.123633096009E8,23.922245498544306,48.29503615251671,-221.79296701545536,-412.91734765906335,72310.01808775763,70960.785,69611.55191224237,750.3304979610326,720.4926052495302,71209.4317976707,71391.72197714639
1710460800000,1710462599999,71321.0,72198.0,71455.6,72156.2,9089.56,6.5247898878226E8,110001,5404.753,3.8805595496166E8,34.0906790844374,55.61026802156041,-126.35700444116083,-355.24514386761973,72284.0263319203,70955.30500000001,69626.58366807972,703.1176907513599,715.5378556976913,71398.77727788727,71447.98493407696
1710462600000,1710464399999,71838.5,72500.0,72156.1,71971.0,11840.246,8.5434128902618E8,150610,5583.967,4.0301861889068E8,19.97200991930343,52.95181206965047,-50.61586461873958,-278.40664981733835,72320.99593760572,70965.25500000002,69609.51406239432,786.0881628522658,777.1890083628183,71512.86126018412,71470.59722038968
1710464400000,1710466199999,71854.2,72132.6,71970.9,71964.0,3625.27,2.609341285071E8,62697,1880.752,1.353684786752E8,31.240687266770635,50.08477290688408,-12.219247490094858,-234.71941993995088,72441.37249848721,71018.11000000002,69594.84750151282,717.5372260965365,686.1702813753553,71603.305405869,71516.82602072356
1710466200000,1710467999999,71667.9,72074.1,71964.1,71700.0,3926.455,2.8199692361826E8,61277,1622.479,1.165348195896E8,41.93417779562943,41.052328354499956,41.68115390415187,-138.61065007334702,72510.38673325199,71057.88500000001,69605.38326674803,723.4291232956197,700.7699002030754,71621.71919421175,71489.00920373121
1710468000000,1710469799999,70745.5,71835.0,71699.9,70758.5,11210.896,7.9862538412858E8,151425,4163.333,2.964914691836E8,39.385157373893634,39.83866147136463,54.511957358641666,-15.38104551431121,72502.77845021732,71077.16,69651.54154978269,793.0074878188138,814.1855244031842,71447.15830125095,71349.13893207865
1710469800000,1710471599999,67828.3,70810.7,70758.6,69062.4,58811.597,4.07419297801381E9,703980,26477.543,1.83487991006596E9,32.49558485308916,29.503650832105393,-174.72732635220746,-89.19937723974547,72622.99289010817,70959.68,69296.36710989181,764.1934418940082,922.6367674730075,70971.15715892642,71222.2718177535
1710471600000,1710473399999,66660.1,69475.0,69062.5,67467.8,52079.487,3.55146604971522E9,608675,22873.906,1.56120018501911E9,32.11710575668446,23.150418582852538,-387.0011413211032,-82.89501301159503,73045.83509739726,70790.12499999999,68534.41490260272,955.097122176268,1087.9401848779632,70268.99330821683,70877.40016324769
1710473400000,1710475199999,67392.1,68957.0,67467.8,68266.0,32638.332,2.22841287162524E9,417248,16176.404,1.10466280226317E9,52.02914159388426,32.28868867578805,-430.05583156364446,-36.93720767559685,73151.25425380279,70648.56499999999,68145.87574619718,1129.1664034841815,1160.29023180674,69865.78004225709,70567.0000682477
1710475200000,1710476999999,67380.0,68548.0,68266.0,68225.3,21040.337,1.43290668150058E9,297206,10229.253,6.9679776796087E8,10.57784060449492,34.25011553984447,-550.4023776287795,-139.31012153479966,73242.0055447784,70525.855,67809.7044552216,1074.3565391623595,1081.0453577936194,69537.67678025075,70393.21631969992
1710477000000,1710478799999,66905.0,68317.8,68225.2,67477.3,25465.477,1.71859631690794E9,343384,12283.697,8.2906880637234E8,39.08196585525454,32.56209238816308,-633.3794141744147,-167.23070928689873,73414.75201630576,70392.01999999999,67369.28798369422,1112.2198433733693,1133.6898545609856,69123.99506401778,70105.36278077657
1710478800000,1710480599999,67418.8,68294.8,67477.2,67802.9,13432.489,9.1294232612841E8,193276,7395.824,5.0262550431321E8,57.77319431257912,32.21688501133846,-846.5844101406401,-441.68678969486297,73513.99153600397,70298.545,67083.09846399602,1235.2107899952412,1209.5528764241526,68862.91623603068,70075.28461479732
1710480600000,1710482399999,67160.9,68099.8,67802.9,67478.8,13057.887,8.8221002675012E8,199659,6123.236,4.137421856895E8,11.655873717032488,28.842732535751253,-855.8735220945528,-450.74978421599326,73626.89834169071,70197.465,66768.03165830928,1076.4497408100096,1066.6247593235805,68584.42134664748,69808.17232554627
1710482400000,1710484199999,67462.5,68556.0,67478.7,68418.0,11682.689,7.941124268921E8,171059,6802.84,4.625259822574E8,48.460749679528504,40.66132249102936,-864.2201495559711,-565.2291186685147,73596.71931104595,70087.85,66578.98068895406,1018.8907884459354,1024.2200178426544,68551.85729487501,69737.41517804353
1710484200000,1710485999999,68257.0,68733.9,68417.9,68708.4,10859.532,7.4412425135278E8,159549,5375.116,3.6835601516878E8,29.889604540077304,44.07330203279498,-762.302948996512,-548.9296435242197,73524.48212351174,69982.73,66440.97787648825,1062.9215421941747,1021.0628606088765,68581.90341511287,69604.71805477909
1710486000000,1710487799999,68171.2,68798.3,68708.4,68315.2,7643.399,5.231025048666E8,110582,3430.394,2.348012537865E8,23.85886923921919,44.186827474356804,-683.6719828996138,-505.78514095208436,73449.3873535251,69857.795,66266.20264647489,1126.0650514750757,1090.4246906554276,68526.97450579479,69438.14967198829
1710487800000,1710489599999,68242.2,68910.5,68315.2,68487.4,9678.696,6.643936360523E8,140307,4867.736,3.34151547125E8,37.10535369295066,50.01032380834942,-595.4788299616921,-459.4864390444334,73310.38980360262,69723.975,66137.56019639739,1041.2794000080755,1014.638014293213,68517.604057949,69302.61060090948
1710489600000,1710491399999,67671.8,68665.5,68487.4,67740.4,15500.234,1.05687427187699E9,192752,6706.192,4.573662912254E8,71.03815692095074,47.796131548219,-607.467445754126,-466.1406976329631,73109.6597907447,69531.435,65953.2102092553,1068.2368028805292,1062.91274553192,68361.64340825677,69163.63659376338
