timestamp_open,timestamp_close,low,high,open,close,volume,volume_quote,trades,taker_buy_volume,taker_buy_quote,adx,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr_prev,atr_last,ema_short,ema_long
1710441000000,1710442799999,582.52,594.83,594.31,587.33,113969.0,6.697985818769E7,130511,55510.22,3.26244804701E7,81.21128073415048,37.425647035365515,-6.154933857618403,-5.878114068413213,616.4543679326529,600.1105,583.7666320673471,8.184515977874343,8.479193408026175,594.1852249677208,601.7851250916989
1710442800000,1710444599999,582.38,590.94,587.27,583.1,81678.14,4.79324368632E7,115812,40737.3,2.39099749874E7,70.47455077124091,34.91258776581044,-6.371050611336841,-5.619233896886502,615.7447378757963,598.6895,581.6342621242036,8.636006715771396,8.630577664644868,591.9600801711853,600.0387010245669
1710444600000,1710446399999,565.55,584.31,583.11,579.8,248872.65,1.4341513751818E8,265915,113317.49,6.533017658279E7,88.80076777835215,29.46838655577443,-6.13646224355648,-4.774323676820343,615.0257984508048,597.1165,579.2072015491951,9.066518660176579,9.75891018444968,589.5065754805046,597.5782534450334
1710446400000,1710448199999,579.3,599.0,579.78,595.66,112652.06,6.650308112361E7,126280,62069.03,3.665227399121E7,69.33826248499986,49.515366119891944,-4.796693248691554,-4.179906178620091,613.027008589699,596.3354999999999,579.6439914103008,9.327673588150326,10.068554046139587,590.7236901920785,596.8291046777541
1710448200000,1710449999999,595.4,600.86,595.65,597.39,66566.92,3.98441223568E7,81010,32093.47,1.92127091736E7,29.094534133335664,50.40607130964668,-4.6983702193867884,-5.030545960140492,611.0669856629884,595.6785,580.2900143370116,10.178323361561242,9.841300264306867,592.0738771151374,597.6277823567282
1710450000000,1710451799999,592.94,599.81,597.45,596.71,52549.46,3.13487395198E7,69177,24841.4,1.4824631351E7,34.116521982124695,47.11641942991431,-3.7847847785409385,-4.493285605521825,609.2751738032608,595.0779999999999,580.8808261967389,9.435153797246747,9.251928526014837,592.994573492684,597.2677626686262
1710451800000,1710453599999,596.16,600.58,596.71,600.42,17453.36,1.045077201E7,27011,9061.94,5427155.044,56.18406459352408,53.53927430280724,-3.0683708518668027,-4.336350707368008,608.2538379930878,594.7814999999999,581.3091620069121,9.493421019942476,9.131033804232299,594.4825602161143,597.6310554234653
1710453600000,1710455399999,600.2,609.72,600.42,607.06,70013.99,4.247421826573E7,83819,39051.13,2.368706934443E7,31.57904255428756,48.765738723654984,-1.812372791880989,-3.7968754433643035,608.8669422758364,594.93,580.9930577241635,8.864451181065425,8.91127609670361,596.9972623711086,598.2943433038778
1710455400000,1710457199999,600.64,607.13,607.06,604.17,41380.47,2.498153612895E7,45753,20770.39,1.25386315375E7,16.74341486872347,53.825780171163316,-1.067277045140031,-3.2536234314813055,608.8651154869456,594.9295,580.9938845130544,8.644693473536735,8.49078679685554,598.4318703431779,598.7322811684963
1710457200000,1710458999999,602.42,606.76,604.17,606.2,28072.25,1.69905582355E7,35259,14988.12,9071173.3639,36.13301828881612,51.24269816004568,-0.21570794048773223,-2.54600279220682,610.077197655534,595.3425,580.607802344466,8.984748716252982,8.652980950806342,599.9832295386306,599.1840442035293
1710459000000,1710460799999,602.66,606.69,606.21,603.75,26658.22,1.61236702673E7,29032,12623.59,7635944.832,16.73362964157093,52.19270043252729,0.40291299937860003,-1.7147957014263886,610.9949640147968,595.8325000000002,580.6700359852036,8.715706273904429,8.38101296862554,600.7311132415707,599.277547958923
1710460800000,1710462599999,601.79,610.07,603.76,609.59,47562.42,2.882943697478E7,50075,23985.08,1.454324251068E7,27.270577141006264,58.10831572519573,1.453208800249854,-0.765076171291237,612.2593034580157,596.1865,580.1136965419844,8.343377774766688,8.338850790854782,602.4957277077754,599.7210051150736
