timestamp_open,timestamp_close,low,high,open,close,volume,volume_quote,trades,taker_buy_volume,taker_buy_quote,adx,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower,atr_prev,atr_last,ema_short,ema_long
1710777600000,1710791999999,80.81,83.82,83.05,82.3,758763.299,6.237782439468E7,126862,374647.327,3.080483824099E7,85.03448778582164,31.56603168236066,-2.0193725078056843,-1.8577465450147188,91.2070635202508,86.49199999999999,81.77693647974918,3.290833277279696,3.2707737574740037,84.71802055460051,87.24371327927831
1710792000000,1710806399999,82.29,88.15,82.32,86.84,1017284.333,8.699976962678E7,152365,502312.734,4.29049083489E7,61.98020113705047,45.10001313797896,-1.446379810318703,-1.4540192327514698,91.06714105660673,86.41999999999999,81.77285894339325,3.5106981183241905,3.678505395586748,85.13513266561723,86.88797234114647
1710806400000,1710820799999,81.71,87.87,86.83,84.05,2042527.273,1.7199110785456E8,303715,997781.836,8.398189309199E7,54.44000135739779,40.88076430874505,-1.7667735691059363,-1.8620330752046514,90.77581877087744,86.17399999999999,81.57218122912255,3.3382205177796207,3.5397761950810764,84.92593392717579,87.02792473599159
1710820800000,1710835199999,78.0,84.15,84.04,80.86,1966162.509,1.5908615177227E8,285972,945920.566,7.65872183361E7,0.11991555928739504,31.779189519724056,-1.4492683483967852,-1.1925932221975213,90.55512836268352,85.72499999999998,80.89487163731644,4.441452714616092,4.563491806429228,84.09944895772487,85.97615366145813
1710835200000,1710849599999,77.89,80.99,80.85,79.69,1852738.703,1.4631531651043E8,259466,903227.222,7.130507339339E7,68.52716115353869,33.68906652890341,-1.715542581936063,-1.2838447553351,90.39640763154273,85.23099999999998,80.06559236845723,3.541069039930393,3.5095641085067935,83.21725693472499,85.49699247311743
1710849600000,1710863999999,78.51,81.45,79.69,81.4,1161117.862,9.2955065954E7,172064,559004.694,4.473244223129E7,29.50354068419987,40.35829933268099,-1.5547950601986997,-1.0939432160825069,89.63610251282618,84.78299999999999,79.92989748717379,4.0631150848474205,3.9828925787868905,82.84827471215526,84.9460923214137
1710864000000,1710878399999,80.73,82.43,81.4,81.5,727714.928,5.927620812895E7,120374,351418.419,2.862842548197E7,11.102046440483019,40.979510320686025,-1.6430478847281336,-1.2611190066951654,88.90430927774861,84.3795,79.85469072225138,3.2960502908628264,3.182046698658339,82.57991936498028,84.74896298196876
1710878400000,1710892799999,77.15,81.68,81.51,78.51,1166234.118,9.212493140872E7,173774,561854.018,4.443726348014E7,25.684829510183032,34.88435290819501,-1.9722909396913195,-1.4953879310842684,88.69914092969137,83.8855,79.07185907030862,3.4564699872124742,3.533150702411583,81.76802088902306,84.38010679292469
1710892800000,1710907199999,78.41,80.8,78.51,78.98,1085083.453,8.629423837986E7,166737,518768.689,4.124010008787E7,45.064944303746906,34.262924429817545,-2.2059616358566814,-1.753546219686854,88.84118954653623,83.597,78.35281045346376,3.4218132539124766,3.3481123072044428,81.21304612487612,84.09772441685087
1710907200000,1710921599999,77.01,81.68,78.99,81.35,1341929.566,1.0615384056363E8,188712,664863.095,5.25830972663E7,70.47667767918101,42.43167330736185,-2.052778031442884,-1.7773790672507221,88.78275299812165,83.45649999999999,78.13024700187833,3.0533032886434293,3.1687816251688985,81.23962087497266,83.85768479863368
1710921600000,1710935999999,80.76,81.7,81.35,81.31,660219.261,5.361794278757E7,116178,348040.852,2.826263248627E7,9.785533931222783,42.39188564672709,-2.036745698027545,-1.934625270006076,88.44885218282128,83.20849999999999,77.96814781717869,3.2942322713650745,3.1260728234104262,81.25608432847186,83.77577679955081
1710936000000,1710950399999,80.65,82.28,81.31,80.82,979770.649,7.98708144176E7,156664,494568.39,4.030350942271E7,54.17396627380187,40.771523029212936,-1.8626431122342382,-1.81485596185172,88.43121943863795,83.08849999999998,77.74578056136201,3.154299218804566,3.0454207031756684,81.16647983428375,83.45002097654594
1710950400000,1710964799999,78.01,84.6,80.82,83.93,2338462.287,1.9057918423217E8,318127,1160131.809,9.463157902422E7,59.49560765683728,44.08802232402507,-1.393586421659606,-1.5732096558538067,88.16102304309129,82.98049999999999,77.7999769569087,3.24614173708955,3.484988755868868,81.71561753625913,83.32603689698954
1710964800000,1710979199999,83.6,85.37,83.93,84.73,767068.901,6.495920509027E7,112254,386725.415,3.275440381516E7,34.49907716252397,58.210185001193125,-0.6223486370100204,-0.8975219193964655,87.91477855657091,82.8995,77.8842214434291,3.7939109721269513,3.649345902689312,82.30749280404882,82.93789974361715
1710979200000,1710993599999,84.17,86.25,84.72,85.54,657012.129,5.60012574534E7,108525,306969.806,2.616186537725E7,60.54317102261129,61.231859436466586,-0.24692410021678768,-0.6887061565807898,87.73490175914333,82.84899999999999,77.96309824085665,3.302788492572376,3.2154464573886345,82.95221107765512,83.05087887010976
1710993600000,1711007999999,83.64,85.75,85.54,85.02,835714.506,7.085259131265E7,124765,427370.718,3.6225801297E7,16.244510655887627,54.33407838947999,-0.3097170716191897,-0.8943472884821315,87.57879457024154,82.80049999999999,78.02220542975843,3.187220061994495,3.110275771852031,83.37214594582257,83.48201541618148
