low,high,open,close,volume,macd,macd_hist,macd_signal,adx,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,rsi,atr,ema_short,ema_long
50.062,54.011,53.801,50.184,1594963.0,,,,,,,,,,,,,
48.33,51.585,50.184,51.143,2699353.0,,,,,,,,,,,,,
50.419,52.017,51.141,50.857,1005514.0,,,,,,,,,,,,,
49.27,51.774,50.862,51.564,1395643.0,,,,,,,,,,,,,
50.624,51.985,51.564,51.067,940087.0,,,,,,,,,,,,,
50.975,54.422,51.071,54.283,2029792.0,,,,,,,,,,,,,
53.445,54.998,54.282,54.692,1847465.0,,,,,,,,,,,,,
54.338,57.279,54.693,55.487,2367685.0,,,,,,,,,,,,,
54.392,56.689,55.487,55.925,1851014.0,,,,,,,,,,,,52.800222222222224,
55.007,56.831,55.926,56.365,1273021.0,,,,,,,,,,,,53.513177777777784,
56.265,57.61,56.362,57.36,1265171.0,,,,,,,,,,,,54.28254222222223,
55.754,59.0,57.357,56.302,2563760.0,,,,,,,,,,,,54.686433777777786,
54.7,56.499,56.296,55.067,2144703.0,,,,,,,,,,,,54.76254702222223,
54.665,55.673,55.056,55.481,642247.0,,,,,,,,,,,,54.906237617777784,
55.061,56.987,55.48,56.853,823423.0,,,,,,,,,,72.94170679235108,2.0773326085516954,55.29559009422223,
56.569,58.769,56.852,58.457,1387374.0,,,,,,,,,,77.56794831193632,2.0903911650664035,55.927872075377785,
57.295,58.775,58.456,57.437,1301901.0,,,,,,,,,,69.43770147640137,2.0276109434046505,56.22969766030223,
56.711,58.41,57.436,58.179,924342.0,,,,,,,,,,71.7568224310287,1.994842225475156,56.619558128241785,
56.729,58.385,58.182,56.87,642003.0,,,,,,,,,,62.71548648211925,1.9619828574045517,56.66964650259343,
56.32,57.922,56.869,57.019,764485.0,,,,,,,,,,63.28260338774115,1.927942979320178,56.739517202074744,
56.454,58.21,57.019,56.805,965540.0,,,,,60.05192902708846,55.36065,50.66937097291154,16.948063388303652,0.6539398948197294,61.8280101289151,1.9120516833190377,56.752613761659795,
55.242,57.044,56.805,56.972,1373100.0,,,,,59.96833701388143,55.6521,51.33586298611856,15.511497369843848,0.6528993884899136,62.55141270906334,1.9020896346970197,56.79649100932784,
56.527,59.54,56.972,59.405,1631299.0,,,,,60.094157370187425,56.07950000000001,52.064842629812595,14.31773596479075,0.9141698398342706,71.13421254384137,2.00076691659174,57.318192807462275,
59.167,61.259,59.405,60.712,1915709.0,,,,,60.473227979221264,56.5369,52.60057202077874,13.924810094721362,1.0303292843024194,74.51347780850507,2.008732178242007,57.996954245969825,
59.822,60.913,60.714,60.491,874698.0,,,,,60.43586608886898,57.0081,53.58033391113102,12.025540542024652,1.0080422510903033,72.95817763037927,1.9298603273713657,58.495763396775864,
59.85,60.765,60.491,60.13,778726.0,,,,,60.745986850767984,57.30045,53.85491314923201,12.026212187750659,0.9106109036926012,70.37417864657402,1.8438888289481372,58.822610717420694,55.96565384615384
59.857,61.515,60.129,60.756,1461284.0,2.3343856404293035,,,,61.14361696453515,57.60365,54.063683035464855,12.290773117797732,0.9452513302499069,72.21209594904504,1.8283481389486225,59.20928857393656,56.320494301994295
58.746,61.049,60.767,59.217,1783224.0,2.2063096716571593,,,46.2632034871118,61.256672076952654,57.79015,54.32362792304734,11.996930539037042,0.7058042568784553,62.02457864813878,1.867552757606807,59.210830859149254,56.53505027962434
57.822,59.318,59.224,58.058,1429341.0,1.9883662810618077,,,44.01630466016885,61.25684021404509,57.8968,54.53675978595491,11.606998017317338,0.523987808140834,55.65656076508134,1.8372027212666953,58.980264687319405,56.64786137002254
56.858,58.888,58.058,56.966,1299700.0,1.7078423564522112,,,40.908604469413994,61.242005156248375,57.92685,54.61169484375163,11.446005285108281,0.35508219755733006,50.40555233529526,1.8527913636307491,58.57741174985553,56.671427194465316
56.75,57.756,56.959,57.262,991273.0,1.4922085994908159,,,38.082602167766154,61.24072974412286,57.92195,54.603170255877146,11.459488998981755,0.40057339581382423,51.73482475184807,1.784963349544392,58.31432939988443,56.71517332820863
56.175,58.523,57.265,58.046,1143081.0,1.3688008571479529,,,36.25686256322765,61.24366908481001,58.00915,54.77463091518999,11.151754800096228,0.5056963645960626,55.1627323682722,1.829674888161199,58.260663519907546,56.813753081674655
56.764,58.094,58.046,57.001,736693.0,1.1731531860001496,,,34.649244410692404,61.088589363404076,58.10585,55.12311063659592,10.266571656396314,0.31479273490073256,50.05927289968911,1.7903092467773456,58.008730815926036,56.827623223772825
54.682,57.2,57.001,55.165,1553108.0,0.8600371680239505,-0.8553303906297001,1.7153675586536505,31.80605112165201,61.13101823232341,58.09005,55.04908176767658,10.469842020529903,0.019059428357600817,42.60185501564295,1.8472200317462433,57.43998465274083,56.7044659479378
52.417,55.414,55.167,53.333,2307940.0,0.45877490701098367,-1.0052741213141336,1.4640490283251173,30.8903031128104,61.56691602409672,57.914049999999996,54.26118397590327,12.614783542496939,-0.12704872965232739,36.723153774226766,1.9365358524504088,56.61858772219267,56.454727729572035
52.738,54.57,53.332,52.819,1259509.0,0.09816458961323349,-1.092707550969507,1.1908721405827405,30.073053752433637,61.893430055335514,57.63215,53.37086994466449,14.78785731691603,-0.06475401023848425,35.25329721371794,1.9284658797093281,55.85867017775414,56.18541456441855
52.315,54.476,52.81,53.803,1025173.0,-0.10698781962560844,-1.0382879681666792,0.9313001485410708,29.604852876981017,62.027710030848176,57.450450000000004,52.87318996915183,15.934635954455267,0.10156840823787232,40.18882898665101,1.946314103434921,55.44753614220332,56.00893941149866
52.599,54.234,53.804,53.341,878139.0,-0.3033552306289664,-0.9877243033360298,0.6843690727070634,29.18420814750138,62.10636643081897,57.20855,52.31073356918103,17.12267285508537,0.10517609687616414,38.69731050928152,1.922545706842983,55.02622891376266,55.81131426990616
52.754,54.044,53.336,53.26,718356.0,-0.46020884061018563,-0.9156623306537992,0.45545349004361363,28.805215054147027,62.21973286685543,57.02804999999999,51.836367133144556,18.20747111940681,0.13710707138374628,38.428033562774175,1.8744881709480579,54.67298313101013,55.62232802769089
