low,high,open,close,volume,macd,macd_hist,macd_signal,adx,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,rsi,atr,ema_short,ema_long
0.5946,0.6112,0.6069,0.6041,289687225.8,,,,,,,,,,,,,
0.604,0.6691,0.6042,0.6457,886958964.1,,,,,,,,,,,,,
0.6052,0.6494,0.6457,0.6156,836125907.5,,,,,,,,,,,,,
0.5779,0.617,0.6156,0.5999,715524001.8,,,,,,,,,,,,,
0.5712,0.6004,0.5999,0.5908,777712808.9,,,,,,,,,,,,,
0.589,0.6079,0.5908,0.6066,446493012.3,,,,,,,,,,,,,
0.602,0.6114,0.6067,0.6076,275292047.1,,,,,,,,,,,,,
0.5757,0.6084,0.6076,0.585,436724784.1,,,,,,,,,,,,,
0.5798,0.5954,0.585,0.5837,367637635.0,,,,,,,,,,,,0.6043333333333334,
0.5687,0.5968,0.5836,0.5954,470440034.5,,,,,,,,,,,,0.6025466666666668,
0.591,0.6,0.5954,0.5967,302026336.4,,,,,,,,,,,,0.6013773333333334,
0.585,0.6009,0.5967,0.5869,352310497.5,,,,,,,,,,,,0.5984818666666668,
0.5679,0.6092,0.5869,0.6069,669850913.5,,,,,,,,,,,,0.6001654933333335,
0.6048,0.6191,0.6069,0.6112,321072783.9,,,,,,,,,,,,0.6023723946666668,
0.6052,0.6141,0.6112,0.6077,214934969.4,,,,,,,,,,52.65627898684391,0.023806908318817745,0.6034379157333335,
0.5976,0.6098,0.6078,0.6051,270395393.7,,,,,,,,,,51.277136914599055,0.02257129495447715,0.6037703325866668,
0.6048,0.6248,0.6051,0.6183,397339188.3,,,,,,,,,,57.380294114791035,0.02230683099032023,0.6066762660693334,
0.6137,0.655,0.6183,0.6368,647692785.9,,,,,,,,,,64.15686813137053,0.024200808687523716,0.6127010128554667,
0.6283,0.6474,0.6367,0.6366,632369552.7,,,,,,,,,,64.03832329518798,0.02370615560853971,0.6174808102843734,
0.6293,0.6437,0.6366,0.6412,279482981.9,,,,,,,,,,65.61215041017064,0.02282616814293411,0.6222246482274988,
0.6234,0.646,0.6412,0.6366,304812151.9,,,,,0.648767557075708,0.610715,0.572662442924292,12.461641543341159,0.8401216894373247,62.65900216384428,0.02280526525454865,0.6250997185819991,
0.6297,0.6391,0.6366,0.6354,180927232.1,,,,,0.6465870306565403,0.6102,0.5738129693434596,11.926263735345909,0.8462772249522708,61.876590261537515,0.021591799906002178,0.6271597748655993,
0.6144,0.6386,0.6354,0.6165,329602673.2,,,,,0.6466608468252492,0.610245,0.5738291531747509,11.93482841325996,0.5858829403311181,51.0618979314557,0.02182347484932046,0.6250278198924795,
0.599,0.6225,0.6165,0.6111,492196788.2,,,,,0.6469104275698269,0.610805,0.5746995724301732,11.822243619429054,0.5040852583649565,48.456030785185334,0.021969846768251,0.6222422559139836,
0.6043,0.6148,0.6112,0.6126,208675431.6,,,,,0.6468156801193792,0.611895,0.5769743198806208,11.413945242036366,0.5100943051164807,49.23109080013266,0.020984103797412255,0.6203138047311869,
0.6042,0.6152,0.6127,0.6119,176108753.5,,,,,0.6469962684568829,0.61216,0.5773237315431172,11.381425920309335,0.4962682570275596,48.86184226999922,0.020138323998235532,0.6186310437849496,0.6117653846153847
0.603,0.6175,0.6119,0.609,159752627.6,0.005468241877398472,,,,0.6470349479241101,0.61223,0.57742505207589,11.369892989272017,0.45359855146109,47.27972419404719,0.019666948467660483,0.6167048350279597,0.6115605413105414
0.6087,0.6187,0.609,0.6165,104026684.1,0.00502100478886669,,,14.43405003952269,0.6463136742270429,0.6138049999999999,0.581296325772957,10.59250876973728,0.5414504753589463,51.64082280513856,0.01886849162094451,0.6166638680223678,0.6119264271393902
0.6153,0.6219,0.6165,0.6196,111584386.9,0.004860679380029875,,,13.76016124480629,0.6450852505500633,0.6155999999999999,0.5861147494499366,9.579353654991342,0.5678305241667944,53.35824942154867,0.01786634815972426,0.6172510944178943,0.6124948399438798
0.6191,0.6334,0.6197,0.6283,238722085.0,0.005373693041140326,,,12.892379774438743,0.6456915446056285,0.617245,0.5887984553943716,9.217262061459696,0.6943118250961942,57.879278780502695,0.01757799073905471,0.6194608755343154,0.6136655925406294
0.6245,0.6319,0.6284,0.6251,138486849.3,0.005459117498806454,,,12.137570767327018,0.6456661314577743,0.618665,0.5916638685422257,8.728837564036844,0.6191616730962431,55.7391579330612,0.016762733370038304,0.6205887004274523,0.6145125856857679
0.6161,0.6261,0.6251,0.6172,114786049.0,0.004833633897276313,,,11.416667434994757,0.642950735605158,0.6201800000000001,0.5974092643948421,7.34326666618013,0.43456513545120007,50.750148757474975,0.0162256951257518,0.6199109603419618,0.6147116534127481
0.6141,0.6223,0.6173,0.6157,103797832.2,0.004168840375880722,,,10.996613650271533,0.64267616467113,0.62062,0.5985638353288699,7.1077840453514325,0.38846655632654353,49.83800477422889,0.015593410727111854,0.6190687682735695,0.614784864271063
0.6136,0.6342,0.6157,0.6272,233672315.4,0.004517861515802912,-0.0006406106741082551,0.005158472189911167,10.645303692765786,0.6432105116966079,0.62142,0.599629488303392,7.013134980080445,0.6326265321456347,56.31988648419907,0.015984962941119087,0.6206950146188556,0.615704503954688
0.6258,0.6344,0.6272,0.6314,155245696.8,0.005074868260576126,-6.688314346803281e-05,0.005141751404044159,10.353110978258188,0.6438531034447784,0.622605,0.6013568965552215,6.825548604581863,0.7069596475482449,58.432482796163534,0.015411293157188451,0.6228360116950845,0.6168671332913778
